universidad_nombre,institucion_nombre,institucion_direccion,api,coordenadas,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,lat,lon,departamento_id,departamento_nombre,latitud,longitud,municipio_id,municipio_nombre,provincia_id,provincia_nombre,carrera_grupo,carrera_nombre
Universidad Nacional de Cuyo,Universidad Nacional de Cuyo,"Centro Universitario, M5500",,"-32.8807275,-68.8801746",,,,,,,,,,,,,,,,,,,,,,-32.8807275,-68.88017459999999,50007.0,Capital,-32.8807275,-68.88017459999999,500007.0,Capital,50,Mendoza,"Tecnologia,Educación,Ingeniería,Sociales,Economicas,Arte,Psicologia,Idiomas,Naturales,Letras,Derecho,Exactas,Deporte,Otros,Policial,Arquitectura,Salud","Odontologia,Administración Publica,Bibliotecologia y Documentacion,Diseño de Interíores,Sociología,Produccion Animal,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Humanas,Computación, Sistemas e Informática,Biología,Administración Hospitalaria y de Sistemas de Salud,Formacion Docente de Nivel Superíor y Universitario,Ingeniería en Telecomunicaciones,Comercializacion y Marketing,Enología y Frutihorticultura,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Aplicadas,Economía,Quirofano,Carrera No Definida,Ingeniería Industrial,Enologia y Frutihorticultura,Psicología,Artes Plásticas,Organizacion y Produccion Industrial,Ingeniería Civil,Ingeniería Geodesta Geofisica, Nuclear, Energetica y en Petróleo,Ciencia Política,Ingeniería Electromecánica,Comercialización y Marketing,Diseño de Interiores,Ingeniería Agronomica,Ingeniería Geodesta Geofísica, Nuclear, Energética y en Petróleo,Organización y Producción Industrial,Geografía,Formacion Docente para el nivel medio y/o superíor Universitario y no Universitario,Inglés,Geriatria y Gerontologia,Artes Audiovisuales,Logística y Transportes,Tecnologia e Ingeniería en Alimentos,Higiene y Seguridad Industrial,Salud Pública,Contador Publico Nacional,Enfermería,Radiología y Diagnóstico por Imágenes,Laboratorio,Marketing y Comercialización,Teatro y Danza,Auxiliares de la Odontología,Tecnología e Ingeniería en Alimentos,Contador Público Nacional,Administración y Gestión Ambiental,Arquitectura y Urbanismo,Produccion e Ingeniería Agropecuaria,Bibliotecología y Documentación,Administración Pública,Ingeniería Mecánica,Matematica,Biologia,Criminologia,Accidentología,Quimica,Formacion Docente para el nivel medio y/o superíor Universitario y no,Producción e Ingeniería Agropecuaria,Medicina,Ingles,Laboratorío,Física,Geriatría y Gerontología,Tecnologia y Ciencias Aplicadas,Marketing y Comercializacion,Ingeniería Hidraulica,Odontología,Auxiliares de la Odontologia,Economia,Artes Plasticas,Filosofia,Administración de Empresas Agropecuarias,Ciencia Politica,Salud Publica,Anestesiología,Fonoaudiología,Ingeniería Vial,Turismo y Hotelería,Tecnología y Ciencias Aplicadas,Redes y Telecomunicaciones,Anestesiologia,Comunicacion Social,Ingeniería Química,Logistica y Transportes,Finanzas y Negocios,Fonoaudiologia,Producción Animal,Turismo y Hoteleria,Trabajo Social,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Sociales,Fisica,Geografia,Gestion y Administración de Empresas,Actividad Fisica y Deportes,Bromatología,Educación Física y Deportes,Quirófano,Electromecanica,Estadística,Musica,Estadistica,Frances,Abogacia,Servicio Social,Música,Francés,Ciencias del Ambiente y Recursos Naturales,Ciencias de la Educación,Educación Fisica y Deportes,Letras,Educación Especial,Accidentologia,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Básicas,Historia,Bromatologia,Educación Basica,Psicologia,Diseño Grafico,Ingeniería Hidráulica,Enfermeria,Ingeniería en Construcciones,Matemática,Educación Básica,Gestión y Administración de Empresas,Derecho y Ciencias Jurídicas,Educación Inicial,Dermatologia y Podologia,Relaciones Internacionales,Formación Docente de Nivel Superior y Universitario,Abogacía,Diseño Industrial,Filosofía,Derecho y Ciencias Juridicas,Actividad Física y Deportes,Comunicación Social,Ingeniería Agronómica,Radiologia y Diagnostico por Imagenes,Química,Sociologia,Criminología,Diseño Gráfico,Contabilidad"
Universidad Nacional de Entre ríos,Universidad Nacional de Entre ríos,Eva Perón 24,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Eva Perón 24,"-31.624005177104273,-58.50507853279984",,,,,,,,,,,,,,,,,,,,,,-31.624005177104273,-58.50507853279984,30088.0,San Salvador,-31.624005177104273,-58.50507853279984,,,30,Entre Ríos,,
Universidad Nacional de Formosa,Universidad Nacional de Formosa,Av. formosa 3200,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Av. formosa 3200,"-26.1921994,-58.2024444",,,,,,,,,,,,,,,,,,,,,,-26.192199399999996,-58.202444400000005,34014.0,Formosa,-26.192199399999996,-58.202444400000005,340028.0,Formosa,34,Formosa,"Tecnologia,Educación,Ingeniería,Sociales,Economicas,Psicologia,Naturales,Derecho,Exactas,Salud","Formacion Docente para el nivel medio y/o superíor Universitario y no Universitario,Administración de Empresas Agropecuarias,Comercio Exteríor,Tecnologia e Ingeniería en Alimentos,Ciencias del Ambiente y Recursos Naturales,Educación Fisica y Deportes,Turismo y Hotelería,Letras,Educación Especial,Produccion Animal,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Humanas,Computación, Sistemas e Informática,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Básicas,Tecnología y Ciencias Aplicadas,Historia,Contador Publico Nacional,Comercio Exterior,Radiología y Diagnóstico por Imágenes,Portugués,Enfermería,Formacion Docente de Nivel Superíor y Universitario,Bromatologia,Laboratorio,Comercio Internacional,Ingeniería Forestal e Industrias de la Madera,Martillero Público,Auxiliares de la Odontología,Enfermeria,Ingeniería en Construcciones,Matemática,Tecnología e Ingeniería en Alimentos,Producción Animal,Contador Público Nacional,Obstetricia,Turismo y Hoteleria,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Sociales,Produccion e Ingeniería Agropecuaria,Ingeniería Civil,Nutrición,Geografia,Matematica,Gestion y Administración de Empresas,Gestión y Administración de Empresas,Psicopedagogía,Bromatología,Formacion Docente para el nivel medio y/o superíor Universitario y no,Producción e Ingeniería Agropecuaria,Nutricion,Psicopedagogia,Educación Física y Deportes,Formación Docente de Nivel Superior y Universitario,Laboratorío,Derecho y Ciencias Juridicas,Martillero Publico,Tecnologia y Ciencias Aplicadas,Auxiliares de la Odontologia,Contabilidad,Geografía"
Universidad Nacional de General Sarmiento,Universidad Nacional de General Sarmiento,Juan María Gutiérrez 1150,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Juan María Gutiérrez 1150&provincia=6," -34.492332720554565, -58.664685936227905",,,,,,,,,,,,,,,,,,,,,,-34.492332720554565,-58.664685936227905,6515.0,Malvinas Argentinas,-34.492332720554565,-58.664685936227905,60515.0,Malvinas Argentinas,06,Buenos Aires,"Tecnologia,Educación,Ingeniería,Sociales,Economicas,Arte,Naturales,Exactas,Arquitectura,Salud","Formacion Docente para el nivel medio y/o superíor Universitario y no Universitario,Filosofia,Artes Audiovisuales,Ciencia Politica,Ciencias del Ambiente y Recursos Naturales,Administración Publica,Ciencias de la Educación,Sociología,Letras,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Humanas,Computación, Sistemas e Informática,Tecnología y Ciencias Aplicadas,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Básicas,Historia,Redes y Telecomunicaciones,Comunicacion Social,Ingeniería Química,Matemática,Economía,Carrera No Definida,Ingeniería Industrial,Arquitectura y Urbanismo,Organizacion y Produccion Industrial,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Sociales,Fisica,Administración Pública,Geografia,Matematica,Gestion y Administración de Empresas,Gestión y Administración de Empresas,Geografía,Ciencia Política,Ingeniería Electromecánica,Quimica,Formacion Docente para el nivel medio y/o superíor Universitario y no,Física,Filosofía,Comunicación Social,Tecnologia y Ciencias Aplicadas,Administración y Gestión Cultural,Química,Sociologia,Economia,Organización y Producción Industrial,Antropología"
Universidad Nacional de Hurlingham,Universidad Nacional de Hurlingham,Tte. Manuel Origone 151,,"-34.6174248,-58.6369253",,,,,,,,,,,,,,,,,,,,,,-34.617424799999995,-58.6369253,6408.0,Hurlingham,-34.617424799999995,-58.6369253,60408.0,Hurlingham,06,Buenos Aires,,
Universidad Nacional de Jujuy,Universidad Nacional de Jujuy,Av. Bolivia 1239,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Av. Bolivia 1239,"-24.1826176,-65.3203807",,,,,,,,,,,,,,,,,,,,,,-24.1826176,-65.3203807,38021.0,Dr. Manuel Belgrano,-24.1826176,-65.3203807,380035.0,San Salvador de Jujuy,38,Jujuy,"Salud,Tecnologia,Educación,Ingeniería,Sociales,Psicologia,Naturales,Deporte,Exactas,Derecho,Economicas","Formacion Docente para el nivel medio y/o superíor Universitario y no Universitario,Filosofia,Tecnologia e Ingeniería en Alimentos,Administración Publica,Ciencias de la Educación,Sociología,Letras,Tecnologia e Ingeniería Minera,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Humanas,Computación, Sistemas e Informática,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Básicas,Biología,Historia,Contador Publico Nacional,Bromatologia,Comunicacion Social,Formacion Docente de Nivel Superíor y Universitario,Sanidad y Saneamiento Ambiental,Ingeniería Química,Ingeniería en Sistemas,Ingeniería Forestal e Industrias de la Madera,Finanzas y Negocios,Farmacia,Matemática,Economía,Tecnología e Ingeniería en Alimentos,Contador Público Nacional,Geologia,Ingeniería Industrial,Minería,Trabajo Social,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Sociales,Produccion e Ingeniería Agropecuaria,Fisica,Ingeniería Geodesta Geofisica, Nuclear, Energetica y en Petróleo,Ingeniería Metalurgica,Administración Pública,Matematica,Gestion y Administración de Empresas,Biologia,Gestión y Administración de Empresas,Derecho y Ciencias Jurídicas,Tecnología e Ingeniería Minera,Mineria,Bioingeniería,Quimica,Bromatología,Ingeniería Metalúrgica,Formacion Docente para el nivel medio y/o superíor Universitario y no,Producción e Ingeniería Agropecuaria,Formación Docente de Nivel Superior y Universitario,Física,Geología,Filosofía,Comunicación Social,Ingeniería Agronómica,Ingeniería Agronomica,Química,Sociologia,Economia,Ingeniería Geodesta Geofísica, Nuclear, Energética y en Petróleo,Contabilidad,Antropología"
Universidad Nacional de La Matanza,Universidad Nacional de La Matanza,Florencio Varela 1903,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Florencio Varela 1903&provincia=6,"-34.67069602536431,-58.5625432692672",,,,,,,,,,,,,,,,,,,,,,-34.67069602536431,-58.56254326926721,6427.0,La Matanza,-34.67069602536431,-58.56254326926721,60427.0,La Matanza,06,Buenos Aires,"Tecnologia,Salud,Educación,Ingeniería,Sociales,Psicologia,Idiomas,Letras,Naturales,Derecho,Exactas,Deporte,Arquitectura,Economicas","Inglés,Ingeniería Electronica,Administración de Empresas Agropecuarias,Ciencia Politica,Comercio Exteríor,Sociologia,Administración Publica,Ciencias de la Educación,Educación Fisica y Deportes,Sociología,Letras,Periodismo,Computación, Sistemas e Informática,Ingeniería Electrónica,Historia,Contador Publico Nacional,Comercio Exterior,Kinesiologia,Enfermería,Comunicacion Social,Locucion,Formacion Docente de Nivel Superíor y Universitario,Ingeniería en Sistemas,Comercio Internacional,Adminsitración y Producción de seguros,Comercializacion y Marketing,Martillero Público,Finanzas y Negocios,Psicologia,Enfermeria,Matemática,Economía,Contador Público Nacional,Carrera No Definida,Ingeniería Industrial,Administración y Gestión Ambiental,Psicología,Arquitectura y Urbanismo,Kinesiología,Trabajo Social,Organizacion y Produccion Industrial,Adminsitracion y Produccion de seguros,Períodismo,Relaciones Publicas,Ingeniería Civil,Administración Pública,Ingeniería Mecánica,Matematica,Gestion y Administración de Empresas,Derecho y Ciencias Jurídicas,Gestión y Administración de Empresas,Nutrición,Actividad Fisica y Deportes,Ciencia Política,Comercialización y Marketing,Nutricion,Medicina,Organización y Producción Industrial,Educación Física y Deportes,Ingles,Formación Docente de Nivel Superior y Universitario,Locución,Abogacía,Derecho y Ciencias Juridicas,Comunicación Social,Actividad Física y Deportes,Martillero Publico,Estadística,Relaciones Públicas,Estadistica,Relaciones Laborales,Economia,Abogacia,Servicio Social,Contabilidad"
Universidad Nacional de La Pampa,Universidad Nacional de La Pampa,Uruguay 151,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Uruguay 151,"-36.1446255,-64.5963517",,,,,,,,,,,,,,,,,,,,,,-36.144625500000004,-64.5963517,42035.0,Conhelo,-36.144625500000004,-64.5963517,420098.0,Conhelo,42,La Pampa,"Tecnologia,Educación,Ingeniería,Sociales,Economicas,Psicologia,Idiomas,Naturales,Derecho,Exactas,Salud","Formacion Docente para el nivel medio y/o superíor Universitario y no Universitario,Inglés,Administración de Empresas Agropecuarias,Ciencia Politica,Ciencias del Ambiente y Recursos Naturales,Notariado,Ciencias de la Educación,Educación Fisica y Deportes,Sociología,Letras,Produccion Animal,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Humanas,Computación, Sistemas e Informática,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Básicas,Periodismo,Biología,Historia,Contador Publico Nacional,Enfermería,Comunicacion Social,Bromatologia,Formacion Docente de Nivel Superíor y Universitario,Veterinaria,Ingeniería en Sistemas,Educación Basica,Sanidad y Saneamiento Ambiental,Ingeniería Hidráulica,Enfermeria,Matemática,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Aplicadas,Producción Animal,Contador Público Nacional,Geologia,Carrera No Definida,Ingeniería Industrial,Educación Básica,Trabajo Social,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Sociales,Produccion e Ingeniería Agropecuaria,Fisica,Ingeniería Geodesta Geofisica, Nuclear, Energetica y en Petróleo,Períodismo,Geografia,Matematica,Gestion y Administración de Empresas,Biologia,Gestión y Administración de Empresas,Psicopedagogía,Derecho y Ciencias Jurídicas,Ciencia Política,Ingeniería Electromecánica,Educación Inicial,Bromatología,Quimica,Formacion Docente para el nivel medio y/o superíor Universitario y no,Producción e Ingeniería Agropecuaria,Educación Física y Deportes,Formación Docente de Nivel Superior y Universitario,Ingles,Física,Abogacía,Geología,Derecho y Ciencias Juridicas,Comunicación Social,Ingeniería Agronómica,Ingeniería Hidraulica,Ingeniería Agronomica,Química,Sociologia,Abogacia,Ingeniería Geodesta Geofísica, Nuclear, Energética y en Petróleo,Contabilidad,Geografía"
Universidad Nacional de la Patagonia Austral,Universidad Nacional de la Patagonia Austral,"Ruta Nacional 3, Z9011 ","http://apis.datos.gob.ar/georef/api/direcciones?direccion=Ruta Nacional 3, Z9011 ","-46.4336028,-67.5229963",,,,,,,,,,,,,,,,,,,,,,-46.433602799999996,-67.5229963,78014.0,Deseado,-46.433602799999996,-67.5229963,,,78,Santa Cruz,"Tecnologia,Educación,Ingeniería,Sociales,Economicas,Psicologia,Naturales,Exactas,Salud","Formacion Docente para el nivel medio y/o superíor Universitario y no Universitario,Artes Audiovisuales,Administración de Empresas Agropecuarias,Ciencias del Ambiente y Recursos Naturales,Higiene y Seguridad Industrial,Ciencias de la Educación,Educación Fisica y Deportes,Sociología,Turismo y Hotelería,Letras,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Humanas,Computación, Sistemas e Informática,Tecnología y Ciencias Aplicadas,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Básicas,Historia,Enfermería,Comunicacion Social,Ingeniería en Sistemas,Educación Basica,Ingeniería Química,Psicologia,Finanzas y Negocios,Enología y Frutihorticultura,Enfermeria,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Aplicadas,Administración y Gestión Ambiental,Enologia y Frutihorticultura,Psicología,Turismo y Hoteleria,Educación Básica,Trabajo Social,Minería,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Sociales,Ingeniería Geodesta Geofisica, Nuclear, Energetica y en Petróleo,Geografia,Gestion y Administración de Empresas,Psicopedagogía,Gestión y Administración de Empresas,Ciencia Política,Ingeniería Electromecánica,Educación Inicial,Mineria,Formacion Docente para el nivel medio y/o superíor Universitario y no,Psicopedagogia,Educación Física y Deportes,Medicina,Comunicación Social,Ingeniería en Minas,Tecnologia y Ciencias Aplicadas,Sociologia,Ingeniería Geodesta Geofísica, Nuclear, Energética y en Petróleo,Geografía"
Universidad Nacional de la Patagonia San Juan Bosco,Universidad Nacional de la Patagonia San Juan Bosco,Sarmiento 849,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Sarmiento 849&provincia=26,"-42.91147305328778,-71.32234601161547",,,,,,,,,,,,,,,,,,,,,,-42.911473053287786,-71.32234601161547,26035.0,Futaleufú,-42.911473053287786,-71.32234601161547,260077.0,Esquel,26,Chubut,"Salud,Tecnologia,Educación,Ingeniería,Sociales,Psicologia,Idiomas,Naturales,Derecho,Exactas,Otros,Economicas","Administración Publica,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Humanas,Computación, Sistemas e Informática,Biología,Sanidad y Saneamiento Ambiental,Formacion Docente de Nivel Superíor y Universitario,Martillero Público,Ingeniería Ambiental,Economía,Geologia,Carrera No Definida,Ingeniería Industrial,Psicología,Ingeniería Civil,Ingeniería Geodesta Geofisica, Nuclear, Energetica y en Petróleo,Relaciones Publicas,Ciencia Política,Educación Media,Administración y Gestión Cultural,Relaciones Públicas,Ingeniería Geodesta Geofísica, Nuclear, Energética y en Petróleo,Geografía,Formacion Docente para el nivel medio y/o superíor Universitario y no Universitario,Ingeniería Electronica,Higiene y Seguridad Industrial,Contador Publico Nacional,Enfermería,Laboratorio,Farmacia,Contador Público Nacional,Administración y Gestión Ambiental,Produccion e Ingeniería Agropecuaria,Administración Pública,Ingeniería Mecánica,Matematica,Biologia,Quimica,Formacion Docente para el nivel medio y/o superíor Universitario y no,Medicina,Laboratorío,Tecnologia y Ciencias Aplicadas,Ingeniería Hidraulica,Ciencia Politica,Turismo y Hotelería,Tecnología y Ciencias Aplicadas,Ingeniería Electrónica,Comunicacion Social,Ingeniería Química,Ingeniería Forestal e Industrias de la Madera,Turismo y Hoteleria,Trabajo Social,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Sociales,Geografia,Gestion y Administración de Empresas,Psicopedagogía,Geología,Bioquimica,Abogacia,Ciencias del Ambiente y Recursos Naturales,Bioquímica,Ciencias de la Educación,Letras,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Básicas,Historia,Psicologia,Ingeniería Hidráulica,Enfermeria,Ingeniería en Construcciones,Matemática,Derecho y Ciencias Jurídicas,Gestión y Administración de Empresas,Psicopedagogia,Formación Docente de Nivel Superior y Universitario,Abogacía,Derecho y Ciencias Juridicas,Comunicación Social,Química,Economia,Criminología,Contabilidad"
Universidad Nacional de La Plata,Universidad Nacional de La Plata,Av. 7 776,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Av. 7 776&provincia=6,"-34.89439984475497,-57.97717980074897",,,,,,,,,,,,,,,,,,,,,,-34.894399844754965,-57.97717980074897,6441.0,La Plata,-34.894399844754965,-57.97717980074897,60441.0,La Plata,06,Buenos Aires,"Salud,Tecnologia,Educación,Ingeniería,Sociales,Arte,Psicologia,Idiomas,Naturales,Derecho,Exactas,Deporte,Policial,Arquitectura,Economicas","Odontologia,Bibliotecologia y Documentacion,Sociología,Biología,Computación, Sistemas e Informática,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Humanas,Ingeniería Aeronáutica,Administración Hospitalaria y de Sistemas de Salud,Instrumentación Quirúrgica,Formacion Docente de Nivel Superíor y Universitario,Ingeniería en Sistemas,Instrumentacion Quirurgica,Ingeniería en Telecomunicaciones,Martillero Público,optica,Dermatología y Podología,Ingeniería Ambiental,Economía,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Aplicadas,Geologia,Ingeniería Industrial,Ingeniería en Materiales,Psicología,Artes Plásticas,Períodismo,Ingeniería Civil,Agrimensura,Ciencia Política,Ingeniería Electromecánica,Astronomía,Geofísica,Ingeniería Agronomica,Antropología,Formacion Docente para el nivel medio y/o superíor Universitario y no Universitario,Inglés,Ingeniería Electronica,Artes Audiovisuales,Geografía,Ingeniería Aeronautica,Tecnologia e Ingeniería en Alimentos,Higiene y Seguridad Industrial,Contador Publico Nacional,Enfermería,Radiología y Diagnóstico por Imágenes,Laboratorio,Marketing y Comercialización,Teatro y Danza,Geofisica,Farmacia,Tecnología e Ingeniería en Alimentos,Contador Público Nacional,Arquitectura y Urbanismo,Produccion e Ingeniería Agropecuaria,Bibliotecología y Documentación,Administración Pública,Ingeniería Mecánica,Matematica,Biologia,Ingeniería en Vias de Comunicacion,Quimica,Formacion Docente para el nivel medio y/o superíor Universitario y no,Producción e Ingeniería Agropecuaria,Nutricion,Medicina,Ingles,Laboratorío,Meteorologia,Física,Martillero Publico,Paisajismo, Jardineria y Floricultura,Marketing y Comercializacion,Ingeniería Hidraulica,Odontología,Economia,Artes Plasticas,Filosofia,Ciencia Politica,Fonoaudiología,Ingeniería Vial,Turismo y Hotelería,Ingeniería Electrónica,Redes y Telecomunicaciones,Comunicacion Social,Ingeniería Química,Ingeniería Forestal e Industrias de la Madera,Finanzas y Negocios,Fonoaudiologia,Producción Animal,Obstetricia,Turismo y Hoteleria,Trabajo Social,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Sociales,Fisica,Ingeniería  Eléctrica,Geografia,Ingeniería Metalurgica,Gestion y Administración de Empresas,Psicopedagogía,Actividad Fisica y Deportes,Educación Física y Deportes,Geología,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias de la Salud,Bioquimica,Estadística,Musica,Frances,Estadistica,Abogacia,Música,Meteorología,BioIngeniería,Francés,Óptica,Notariado,Ciencias del Ambiente y Recursos Naturales,Bioquímica,Ciencias de la Educación,Educación Fisica y Deportes,Paisajismo, Jardinería y Floricultura,Letras,Periodismo,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Básicas,Historia,Ingeniería en Agrimensura,Veterinaria,Psicologia,Diseño Grafico,Ingeniería en Vías de Comunicación,Enfermeria,Ingeniería Hidráulica,Ingeniería en Construcciones,Matemática,Ingeniería Eléctrica,Astronomia,Nutrición,Gestión y Administración de Empresas,Derecho y Ciencias Jurídicas,Bioingeniería,Relaciones Internacionales,Ingeniería Metalúrgica,Ingeniería en Alimentos,Ingeniero en Alimentos,Psicopedagogia,Formación Docente de Nivel Superior y Universitario,Abogacía,Diseño Industrial,Filosofía,Derecho y Ciencias Juridicas,Comunicación Social,Actividad Física y Deportes,Ingeniería Agronómica,Radiologia y Diagnostico por Imagenes,Química,Sociologia,Diseño Gráfico,Contabilidad"
Universidad Nacional de La Rioja,Universidad Nacional de La Rioja,Av. Luis M. de la Fuente,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Av. Luis M. de la Fuente,"-29.4298962,-66.8709593",,,,,,,,,,,,,,,,,,,,,,-29.4298962,-66.8709593,46014.0,Capital,-29.4298962,-66.8709593,460014.0,Capital,46,La Rioja,"Tecnologia,Educación,Ingeniería,Sociales,Economicas,Arte,Religion,Psicologia,Idiomas,Naturales,Derecho,Exactas,Policial,Arquitectura,Salud","Odontologia,Administración Publica,Bibliotecologia y Documentacion,Tecnologia e Ingeniería Minera,Biología,Computación, Sistemas e Informática,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Humanas,Formacion Docente de Nivel Superíor y Universitario,Sanidad y Saneamiento Ambiental,Ingeniería en Sistemas,Martillero Público,Ingeniería Ambiental,Economía,Geologia,Carrera No Definida,Ingeniería Industrial,Psicología,Artes Plásticas,Organizacion y Produccion Industrial,Ingeniería Civil,Ciencia Política,Ingeniería Electromecánica,Ingeniería Agronomica,Organización y Producción Industrial,Formacion Docente para el nivel medio y/o superíor Universitario y no Universitario,Inglés,Ingeniería Electronica,Tecnologia e Ingeniería en Alimentos,Salud Pública,Contador Publico Nacional,Radiología y Diagnóstico por Imágenes,Enfermería,Teología,Teatro y Danza,Farmacia,Tecnología e Ingeniería en Alimentos,Contador Público Nacional,Arquitectura y Urbanismo,Produccion e Ingeniería Agropecuaria,Bibliotecología y Documentación,Administración Pública,Tecnología e Ingeniería Minera,Matematica,Biologia,Criminologia,Formacion Docente para el nivel medio y/o superíor Universitario y no,Producción e Ingeniería Agropecuaria,Medicina,Ingles,Martillero Publico,Odontología,Artes Plasticas,Administración de Empresas Agropecuarias,Ciencia Politica,Salud Publica,Turismo y Hotelería,Ingeniería Electrónica,Comunicacion Social,Teologia,Turismo y Hoteleria,Trabajo Social,Gestion y Administración de Empresas,Psicopedagogía,Educación Física y Deportes,Geología,Bioquimica,Musica,Abogacia,Música,BioIngeniería,Ciencias del Ambiente y Recursos Naturales,Notariado,Bioquímica,Ciencias de la Educación,Educación Fisica y Deportes,Letras,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Básicas,Historia,Veterinaria,Psicologia,Diseño Grafico,Terapia Ocupacional,Enfermeria,Matemática,Derecho y Ciencias Jurídicas,Gestión y Administración de Empresas,Bioingeniería,Relaciones Internacionales,Psicopedagogia,Formación Docente de Nivel Superior y Universitario,Abogacía,Derecho y Ciencias Juridicas,Comunicación Social,Ingeniería Agronómica,Radiologia y Diagnostico por Imagenes,Diseño Gráfico,Economia,Criminología,Contabilidad"
Universidad Nacional de Lanús,Universidad Nacional de Lanús,29 de septiembre 3901,http://apis.datos.gob.ar/georef/api/direcciones?direccion=29 de septiembre 3901&provincia=6,"-34.7355208,-58.3932694",,,,,,,,,,,,,,,,,,,,,,-34.735520799999996,-58.3932694,6434.0,Lanús,-34.735520799999996,-58.3932694,60434.0,Lanús,06,Buenos Aires,"Tecnologia,Educación,Sociales,Economicas,Arte,Psicologia,Idiomas,Naturales,Derecho,Exactas,Arquitectura,Salud","Formacion Docente para el nivel medio y/o superíor Universitario y no Universitario,Inglés,Filosofia,Artes Audiovisuales,Ciencia Politica,Logística y Transportes,Ciencias del Ambiente y Recursos Naturales,Tecnologia e Ingeniería en Alimentos,Salud Publica,Bibliotecologia y Documentacion,Ciencias de la Educación,Sociologia,Educación Fisica y Deportes,Salud Pública,Sociología,Turismo y Hotelería,Otros Idiomas,Produccion Animal,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Humanas,Computación, Sistemas e Informática,Accidentologia,Tecnología y Ciencias Aplicadas,Diseño Textil y de Indumentaria,Enfermería,Bromatologia,Logistica y Transportes,Diseño Grafico,Enfermeria,Economía,Tecnología e Ingeniería en Alimentos,Carrera No Definida,Administración y Gestión Ambiental,Turismo y Hoteleria,Trabajo Social,Nutrición,Ingeniería Geodesta Geofisica, Nuclear, Energetica y en Petróleo,Administración Pública,Bibliotecología y Documentación,Gestion y Administración de Empresas,Gestión y Administración de Empresas,Derecho y Ciencias Jurídicas,Ciencia Política,Accidentología,Bromatología,Relaciones Internacionales,Formacion Docente para el nivel medio y/o superíor Universitario y no,Nutricion,Medicina,Educación Física y Deportes,Ingles,Diseño Industrial,Filosofía,Derecho y Ciencias Juridicas,Construcciones,Tecnologia y Ciencias Aplicadas,Musica,Diseño Gráfico,Economia,Criminología,Ingeniería Geodesta Geofísica, Nuclear, Energética y en Petróleo,Música"
Universidad Nacional de las Artes,Universidad Nacional de las Artes,Av. Ing Huergo 1433,,"-34.6094209,-58.4066206",,,,,,,,,,,,,,,,,,,,,,-34.609420899999996,-58.406620600000004,2021.0,Comuna 3,-34.609420899999996,-58.406620600000004,,,02,Ciudad Autónoma de Buenos Aires,,
