universidad_nombre,institucion_nombre,institucion_direccion,api,coordenadas,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,lat,lon,departamento_id,departamento_nombre,latitud,longitud,municipio_id,municipio_nombre,provincia_id,provincia_nombre,carrera_grupo,carrera_nombre
Universidad Nacional del Litoral,Universidad Nacional del Litoral,San Jerónimo 3231,http://apis.datos.gob.ar/georef/api/direcciones?direccion=San Jerónimo 3231&provincia=82," -31.638260020689607, -60.70559340518095",,,,,,,,,,,,,,,,,,,,,,-31.63826002068961,-60.70559340518095,82063.0,La Capital,-31.63826002068961,-60.70559340518095,820147.0,Santa Fe,82,Santa Fe,"Salud,Tecnologia,Educación,Ingeniería,Sociales,Arte,Psicologia,Idiomas,Naturales,Derecho,Exactas,Policial,Arquitectura,Economicas","Administración Publica,Bibliotecologia y Documentacion,Diseño de Interíores,Sociología,Produccion Animal,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Humanas,Computación, Sistemas e Informática,Biología,Administración Hospitalaria y de Sistemas de Salud,Sanidad y Saneamiento Ambiental,Formacion Docente de Nivel Superíor y Universitario,Ingeniería en Sistemas,Comercializacion y Marketing,Martillero Público,Dermatología y Podología,Ingeniería Ambiental,Economía,Quirofano,Topografia y Cartografia,Carrera No Definida,Ingeniería Industrial,Ingeniería en Materiales,Organizacion y Produccion Industrial,Períodismo,Ingeniería Civil,Ingeniería Geodesta Geofisica, Nuclear, Energetica y en Petróleo,Ciencia Política,Comercialización y Marketing,Diseño de Interiores,Administración y Gestión Cultural,Geofísica,Ingeniería Agronomica,Ingeniería Geodesta Geofísica, Nuclear, Energética y en Petróleo,Organización y Producción Industrial,Geografía,Formacion Docente para el nivel medio y/o superíor Universitario y no Universitario,Inglés,Artes Audiovisuales,Tecnologia e Ingeniería en Alimentos,Higiene y Seguridad Industrial,Contador Publico Nacional,Enfermería,Radiología y Diagnóstico por Imágenes,Teatro y Danza,Geofisica,Tecnología e Ingeniería en Alimentos,Contador Público Nacional,Administración y Gestión Ambiental,Arquitectura y Urbanismo,Produccion e Ingeniería Agropecuaria,Bibliotecología y Documentación,Administración Pública,Matematica,Biologia,Criminologia,Quimica,Formacion Docente para el nivel medio y/o superíor Universitario y no,Producción e Ingeniería Agropecuaria,Nutricion,Medicina,Ingles,Física,Criminología,Martillero Publico,Paisajismo, Jardineria y Floricultura,Ingeniería Hidraulica,Economia,Filosofia,Administración de Empresas Agropecuarias,Ciencia Politica,Topografía y Cartografía,Turismo y Hotelería,Ingeniería Química,Producción Animal,Administración Hotelera,Obstetricia,Turismo y Hoteleria,Trabajo Social,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Sociales,Fisica,Geografia,Gestion y Administración de Empresas,Educación Física y Deportes,Quirófano,Bioquimica,Estadística,Musica,Estadistica,Abogacia,Relaciones Institucionales y Humanas,Música,BioIngeniería,Ciencias del Ambiente y Recursos Naturales,Bioquímica,Ciencias de la Educación,Educación Fisica y Deportes,Paisajismo, Jardinería y Floricultura,Letras,Periodismo,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Básicas,Historia,Ingeniería en Agrimensura,Veterinaria,Diseño Grafico,Terapia Ocupacional,Enfermeria,Ingeniería Hidráulica,Matemática,Nutrición,Derecho y Ciencias Jurídicas,Gestión y Administración de Empresas,Educación Inicial,Bioingeniería,Dermatologia y Podologia,Formación Docente de Nivel Superior y Universitario,Abogacía,Diseño Industrial,Filosofía,Derecho y Ciencias Juridicas,Ingeniería Agronómica,Radiologia y Diagnostico por Imagenes,Diseño Gráfico,Sociologia,Química,Contabilidad"
Universidad Nacional del Nordeste,Universidad Nacional del Nordeste,25 de mayo 868,http://apis.datos.gob.ar/georef/api/direcciones?direccion=25 de mayo 868,"-27.4607657,-58.9542543",,,,,,,,,,,,,,,,,,,,,,-27.4607657,-58.954254299999995,22140.0,San Fernando,-27.4607657,-58.954254299999995,220413.0,Resistencia,22,Chaco,"Tecnologia,Educación,Ingeniería,Sociales,Economicas,Arte,Psicologia,Idiomas,Naturales,Derecho,Exactas,Policial,Otros,Arquitectura,Salud","Odontologia,Electrónica,Administración Publica,Bibliotecologia y Documentacion,Produccion Animal,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Humanas,Computación, Sistemas e Informática,Biología,Administración Hospitalaria y de Sistemas de Salud,Kinesiologia,Formacion Docente de Nivel Superíor y Universitario,Sanidad y Saneamiento Ambiental,Ingeniería en Sistemas,Ingeniería en Telecomunicaciones,Martillero Público,optica,Economía,Carrera No Definida,Ingeniería Industrial,Kinesiología,Guardaparque,Períodismo,Ingeniería Civil,Agrimensura,Ciencia Política,Ingeniería Electromecánica,Administración y Gestión Cultural,Ingeniería Agronomica,Relaciones Laborales,Geografía,Formacion Docente para el nivel medio y/o superíor Universitario y no Universitario,Ingeniería Electronica,Artes Audiovisuales,Tecnologia e Ingeniería en Alimentos,Ingeniería Básica,Salud Pública,Contador Publico Nacional,Enfermería,Radiología y Diagnóstico por Imágenes,Diseño Textil y de Indumentaria,Marketing y Comercialización,Farmacia,Tecnología e Ingeniería en Alimentos,Contador Público Nacional,Administración y Gestión Ambiental,Arquitectura y Urbanismo,Produccion e Ingeniería Agropecuaria,Bibliotecología y Documentación,Administración Pública,Ingeniería Mecánica,Matematica,Biologia,Criminologia,Accidentología,Quimica,Formacion Docente para el nivel medio y/o superíor Universitario y no,Producción e Ingeniería Agropecuaria,Medicina,Física,Geriatría y Gerontología,Martillero Publico,Marketing y Comercializacion,Odontología,Filosofia,Administración de Empresas Agropecuarias,Ciencia Politica,Turismo y Hotelería,Ingeniería Electrónica,Comunicacion Social,Ingeniería Basica,Ingeniería Química,Ingeniería Forestal e Industrias de la Madera,Finanzas y Negocios,Producción Animal,Turismo y Hoteleria,Trabajo Social,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Sociales,Fisica,Ingeniería  Eléctrica,Geografia,Gestion y Administración de Empresas,Ingeniería Textil,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias de la Salud,Bioquimica,Musica,Abogacia,Música,Comercio Exteríor,Ciencias del Ambiente y Recursos Naturales,Bioquímica,Ciencias de la Educación,Letras,Periodismo,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Básicas,Historia,Comercio Exterior,Ingeniería en Agrimensura,Veterinaria,Educación Basica,Diseño Grafico,Enfermeria,Matemática,Ingeniería Eléctrica,Nutrición,Derecho y Ciencias Jurídicas,Gestión y Administración de Empresas,Educación Inicial,Relaciones Internacionales,Formación Docente de Nivel Superior y Universitario,Abogacía,Diseño Industrial,Filosofía,Derecho y Ciencias Juridicas,Ingeniería Agronómica,Comunicación Social,Construcciones,Química,Diseño Gráfico,Economia,Criminología,Contabilidad"
Universidad Nacional del Noroeste de la Provincia de Buenos Aires,Universidad Nacional del Noroeste de la Provincia de Buenos Aires,Roque Saenz Peña 456,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Roque Saenz Peña 456&provincia=6," -34.861684718919854, -61.52755638690734",,,,,,,,,,,,,,,,,,,,,,-34.86168471891985,-61.52755638690734,6469.0,Lincoln,-34.86168471891985,-61.52755638690734,60469.0,Lincoln,06,Buenos Aires,"Tecnologia,Salud,Educación,Ingeniería,Sociales,Arte,Naturales,Letras,Derecho,Exactas,Arquitectura,Economicas","Notariado,Tecnologia e Ingeniería en Alimentos,Ciencias de la Educación,Educación Fisica y Deportes,Ingeniería Vial,Letras,Computación, Sistemas e Informática,Historia,Contador Publico Nacional,Diseño Textil y de Indumentaria,Enfermería,Radiología y Diagnóstico por Imágenes,Ingeniería en Sistemas,Martillero Público,Diseño Grafico,Genetica,Enfermeria,Matemática,Tecnología e Ingeniería en Alimentos,Contador Público Nacional,Genética,Ingeniería Industrial,Organizacion y Produccion Industrial,Produccion e Ingeniería Agropecuaria,Ingeniería Mecánica,Matematica,Gestion y Administración de Empresas,Gestión y Administración de Empresas,Producción e Ingeniería Agropecuaria,Educación Física y Deportes,Formación Docente de Nivel Superior y Universitario,Abogacía,Diseño Industrial,Ingeniería Agronómica,Martillero Publico,Ingeniería Agronomica,Radiologia y Diagnostico por Imagenes,Diseño Gráfico,Abogacia,Organización y Producción Industrial"
Universidad Nacional del Oeste,Universidad Nacional del Oeste,Gral. Manuel Belgrano 369,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Gral. Manuel Belgrano 369&provincia=6,"-34.65254628739099,-58.62119862036371",,,,,,,,,,,,,,,,,,,,,,-34.65254628739099,-58.621198620363714,6568.0,Morón,-34.65254628739099,-58.621198620363714,60568.0,Morón,06,Buenos Aires,,
Universidad Nacional del Sur,Universidad Nacional del Sur,Av. Alem 1253,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Av. Alem 1253&provincia=6,"-38.67866305629395,-62.29611089500422",,,,,,,,,,,,,,,,,,,,,,-38.678663056293956,-62.29611089500421,6056.0,Bahía Blanca,-38.678663056293956,-62.29611089500421,60056.0,Bahía Blanca,06,Buenos Aires,"Tecnologia,Educación,Ingeniería,Sociales,Economicas,Arte,Idiomas,Naturales,Derecho,Exactas,Arquitectura,Salud","Administración Publica,Sociología,Biología,Computación, Sistemas e Informática,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Humanas,Administración Hospitalaria y de Sistemas de Salud,Ingeniería en Sistemas,Comercializacion y Marketing,Martillero Público,optica,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Aplicadas,Economía,Geologia,Ingeniería Industrial,Ingeniería en Materiales,Ingeniería Civil,Agrimensura,Ciencia Política,Ingeniería Electromecánica,Comercialización y Marketing,Administración y Gestión Cultural,Geofísica,Ingeniería Agronomica,Relaciones Laborales,Organización y Producción Industrial,Geografía,Formacion Docente para el nivel medio y/o superíor Universitario y no Universitario,Ingeniería Electronica,Artes Audiovisuales,Tecnologia e Ingeniería en Alimentos,Higiene y Seguridad Industrial,Salud Pública,Contador Publico Nacional,Enfermería,Geofisica,Farmacia,Tecnología e Ingeniería en Alimentos,Contador Público Nacional,Arquitectura y Urbanismo,Produccion e Ingeniería Agropecuaria,Administración Pública,Ingeniería Mecánica,Matematica,Biologia,Quimica,Formacion Docente para el nivel medio y/o superíor Universitario y no,Producción e Ingeniería Agropecuaria,Medicina,Física,Martillero Publico,Tecnologia y Ciencias Aplicadas,Economia,Filosofia,Administración de Empresas Agropecuarias,Ciencia Politica,Salud Publica,Turismo y Hotelería,Tecnología y Ciencias Aplicadas,Ingeniería Electrónica,Comercio Internacional,Ingeniería Química,Finanzas y Negocios,Turismo y Hoteleria,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Sociales,Fisica,Ingeniería  Eléctrica,Geografia,Gestion y Administración de Empresas,Geología,Bioquimica,Abogacia,Óptica,Ciencias del Ambiente y Recursos Naturales,Bioquímica,Ciencias de la Educación,Letras,Formación Docente para el nivel medio y/o superior universitario y no universitario - Ciencias Básicas,Historia,Ingeniería en Agrimensura,Educación Basica,Enfermeria,Matemática,Ingeniería Eléctrica,Educación Básica,Derecho y Ciencias Jurídicas,Gestión y Administración de Empresas,Educación Inicial,Abogacía,Filosofía,Derecho y Ciencias Juridicas,Ingeniería Agronómica,Química,Sociologia,Contabilidad"
Universidad Nacional José C. Paz,Universidad Nacional José C. Paz,Leandro N. Alem 4731,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Leandro N. Alem 4731&provincia=6,"-34.521483660692496,-58.745796901146605",,,,,,,,,,,,,,,,,,,,,,-34.521483660692496,-58.74579690114661,6412.0,José C. Paz,-34.521483660692496,-58.74579690114661,60412.0,José C. Paz,06,Buenos Aires,,
Universidad Notarial Argentina,Universidad Notarial Argentina,Av. 51 435,,"-34.750524,-58.308108",,,,,,,,,,,,,,,,,,,,,,-34.750524,-58.308108,6658.0,Quilmes,-34.750524,-58.308108,60658.0,Quilmes,06,Buenos Aires,"Derecho,Economicas","Trabajo Social,Filosofía,Derecho y Ciencias Juridicas,Finanzas y Negocios,Derecho y Ciencias Jurídicas,Contabilidad"
Universidad Pedagógica Nacional,Universidad Pedagógica Nacional,Piedras 1080,,"-34.61955811945053,-58.37559426109925",,,,,,,,,,,,,,,,,,,,,,-34.61955811945053,-58.37559426109925,2007.0,Comuna 1,-34.61955811945053,-58.37559426109925,,,02,Ciudad Autónoma de Buenos Aires,,
Universidad Popular Madres de Plaza de Mayo,Universidad Popular Madres de Plaza de Mayo,Av. Hipólito Yrigoyen 1584,,"-34.6100495,-58.3908878",,,,,,,,,,,,,,,,,,,,,,-34.6100495,-58.3908878,2007.0,Comuna 1,-34.6100495,-58.3908878,,,02,Ciudad Autónoma de Buenos Aires,,
Universidad Provincial de Ezeiza,Universidad Provincial de Ezeiza,Alfonsina Storni 41,,"-34.7895235,-58.5231426",,,,,,,,,,,,,,,,,,,,,,-34.7895235,-58.5231426,6270.0,José M. Ezeiza,-34.7895235,-58.5231426,60270.0,Ezeiza,06,Buenos Aires,,
Universidad Provincial del Sudoeste,Universidad Provincial del Sudoeste,Cd. de Cali 320,,"-36.6196788,-62.5506754",,,,,,,,,,,,,,,,,,,,,,-36.619678799999996,-62.550675399999996,6399.0,Guaminí,-36.619678799999996,-62.550675399999996,60399.0,Guaminí,06,Buenos Aires,,
Universidad Salesiana Argentina,Universidad Salesiana Argentina,Gorriti 1249,,"-38.7225345,-62.282452",,,,,,,,,,,,,,,,,,,,,,-38.722534499999995,-62.282452,6056.0,Bahía Blanca,-38.722534499999995,-62.282452,60056.0,Bahía Blanca,06,Buenos Aires,,
Universidad Tecnológica Nacional,Universidad Tecnológica Nacional,Sarmiento 440,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Sarmiento 440&provincia=2,"-34.61847060349939,-58.45044388901235",,,,,,,,,,,,,,,,,,,,,,-34.61847060349939,-58.450443889012355,2042.0,Comuna 6,-34.61847060349939,-58.450443889012355,,,02,Ciudad Autónoma de Buenos Aires,"Tecnologia,Salud,Educación,Ingeniería,Sociales,Arte,Idiomas,Naturales,Deporte,Exactas,Policial,Arquitectura,Economicas","Electrónica,Administración Publica,Computación, Sistemas e Informática,Ingeniería Aeronáutica,Formacion Docente de Nivel Superíor y Universitario,Ingeniería en Sistemas,Comercializacion y Marketing,Enología y Frutihorticultura,Ingeniería Ambiental,Carrera No Definida,Ingeniería Industrial,Ingeniería en Materiales,Enologia y Frutihorticultura,Organizacion y Produccion Industrial,Ingeniería Civil,Ingeniería Geodesta Geofisica, Nuclear, Energetica y en Petróleo,Ingeniería Electromecánica,Comercialización y Marketing,Producción e Ingeniería Pesquera,Ingeniería Agronomica,Produccion e Ingeniería Pesquera,Electromecánica,Ingeniería Geodesta Geofísica, Nuclear, Energética y en Petróleo,Organización y Producción Industrial,Inglés,Ingeniería Electronica,Ingeniería Aeronautica,Logística y Transportes,Tecnologia e Ingeniería en Alimentos,Higiene y Seguridad Industrial,Ingeniería Básica,Radiología y Diagnóstico por Imágenes,Tecnología e Ingeniería en Alimentos,Administración y Gestión Ambiental,Arquitectura y Urbanismo,Produccion e Ingeniería Agropecuaria,Administración Pública,Ingeniería Mecánica,Matematica,Ingeniería en Vias de Comunicacion,Quimica,Producción e Ingeniería Agropecuaria,Ingeniería Laboral,Ingles,Física,Tecnologia y Ciencias Aplicadas,Ingeniería Hidraulica,Administración de Empresas Agropecuarias,Ingeniería Vial,Turismo y Hotelería,Tecnología y Ciencias Aplicadas,Ingeniería Electrónica,Redes y Telecomunicaciones,Ingeniería Naval,Ingeniería Basica,Ingeniería Química,Logistica y Transportes,Finanzas y Negocios,Electronica,Administración Hotelera,Turismo y Hoteleria,Fisica,Ingeniería  Eléctrica,Ingeniería Metalurgica,Gestion y Administración de Empresas,Bromatología,Ingeniería Textil,Educación Física y Deportes,Electromecanica,BioIngeniería,Ciencias del Ambiente y Recursos Naturales,Ciencias de la Educación,Educación Fisica y Deportes,Bromatologia,Ingeniería en Vías de Comunicación,Diseño Grafico,Ingeniería Hidráulica,Ingeniería en Construcciones,Matemática,Ingeniería Eléctrica,Gestión y Administración de Empresas,Bioingeniería,Ingeniería Metalúrgica,Formación Docente de Nivel Superior y Universitario,Diseño Industrial,Ingeniería Agronómica,Construcciones,Radiologia y Diagnostico por Imagenes,Química,Economia,Diseño Gráfico"
