"carrera","carrera_grupo","Carrera_normalizada"
"Profesor de Musica en la Enseñanza General Basica","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor de Musica Orientacion Direccion Orquestal","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor de Musica, orientacion Composicion","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor de Musica, orientacion Educacion Musical","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor de Nivel Medio y Superíor en Biologia","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor de Nivel Medio y Superíor en Ciencias Naturales","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor de Nivel Medio y Superíor en Economia","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor de Nivel Medio y Superíor en Fisica","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor de Nivel Medio y Superíor en Quimica","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor de Nivel Medio y Superíor en Teatro","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor de Nivel Superíor en Biologia","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor de Pedagogia - Ciclo de Profesorado","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor de Piano","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor de Portugues","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor de Psicologia","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor de Quimica","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor de Quimica de Nivel Superíor","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor de Quimica para la Enseñanza Media y Superíor","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor de Saxofon","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor de Sociologia","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor de Teatro","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor de Tecnologia","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor de Tercer Ciclo de la E.G.B. y de la Educacion Polimodal en Quimica","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor de Tercer Ciclo de la Educacion General Basica y Educacion Polimodal en Historia","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor de Tercer Ciclo de la Educacion General Basica y Educacion Polimodal en Matematica","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor de Tercer Ciclo de la Enseñanza General Basica y de la Educacion Polimodal en Matematica","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor de Violin","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Antropologia","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Armonia, Contrapunto y Morfologia Musical","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Arpa","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Arte con Orientacion en Lenguaje Musical","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Artes Audiovisuales","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Artes Plasticas","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Artes Plasticas - Ciclo de Profesorado","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Artes Plasticas, con orientacion en Ceramica","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Artes Plasticas, con orientacion en Dibujo","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Artes Plasticas, con orientacion en Escenografia","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Artes Plasticas, con orientacion en Grabado y Arte Impreso","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Artes Plasticas, con orientacion en Muralismo y Arte Publico Monumental","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Artes Plasticas, con orientacion en Pintura","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Artes Plasticas, orientacion Escultura","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Artes Visuales","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Artes Visuales para Educacion Inicial, PriMaría, Media","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Bellas Artes","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Bibliotecologia y Ciencia de la Informacion","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Bibliotecologia y Documentacion","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Biologia","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Canto","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Canto Lirico","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Ciencia Politica y Administracion Publica - Ciclo de Profesorado","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Ciencias Agropecuarias","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Ciencias Biologicas","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Ciencias de la Computacion","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Ciencias de la Religion","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Ciencias Economicas","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Ciencias Economicas - Ciclo de Profesorado","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Ciencias Juridicas","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Ciencias Juridicas - Ciclo de Profesorado","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Ciencias Juridicas, Politicas y Sociales","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Ciencias Medicas","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Ciencias Naturales","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Ciencias Naturales para el Tercer Ciclo de Enseñanza General Basica y Educacion Polimodal","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Ciencias Quimicas y del Ambiente","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Ciencias Quimicas y del Medio Ambiente","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Ciencias Sociales","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Cinematografia, orientacion Compaginacion","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Cinematografia, orientacion Direccion","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Cinematografia, orientacion Escenografia y Vestuarío","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Cinematografia, orientacion Guion","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Cinematografia, orientacion Iluminacion y Camara","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Cinematografia, orientacion Produccion","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Clarinete","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Composicion","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Composicion Musical","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Computacion","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Computacion - Ciclo de Profesorado","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Comunicacion Audiovisual","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Comunicacion Social","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Comunicacion Social - Ciclo de Profesorado","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Comunicacion Visual, orientacion Artes Visuales","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Conjuntos Instrumentales y de Camara","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Contabilidad","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Contabilidad - Ciclo Profesorado","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Contabilidad y Administracion (Nivel Secundarío y Superíor)","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Contabilidad y Administracion (Nivel Secundarío)","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Contrabajo","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Corno","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Direccion Coral","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Diseño en Comunicacion Visual","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Diseño Industrial","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Diseño Multimedial","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Economia","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Economia para la Enseñanza Secundaria","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Economia y Gestion de las Organizaciones","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Educacion Musical","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Educacion para la Salud","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Educacion Secundaria en Ciencias de la Administracion","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor En Educacion Secundaria y Superíor en Ciencias de la Administracion","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Educacion Tecnológica","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Enseñanza de la Lengua y la Literatura - Ciclo de Profesorado - MD","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Enseñanza Media y Superíor de Historia","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Enseñanza Media y Superíor en Ciencias Sociales","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Enseñanza Media y Superíor en Matematica","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Español Lengua Materna y Lengua Extranjera","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Estadistica","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Fagot","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Filosofia","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Filosofia y Ciencias de la Educacion","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Fisica","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Fisica y Matematica","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Fisica y Quimica","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Flauta","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Flauta Traversa","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Frances","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Geociencias","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Geografia","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Guitarra","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Historia","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Historia - Ciclo Profesorado","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Historia Con Orientacion en Ciencias Sociales","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Historia de las Artes con Orientacion en Artes Visuales","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Informatica","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Informatica - Ciclo de Profesorado","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Informatica para el Tercer Ciclo de la Educacion General Basica y Educacion Polimodal","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Informatica para el tercer ciclo de la Educacion General Basica y Polimodal","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Ingles","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Ingles - Ciclo Profesorado","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Ingles (Nivel Superíor)","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Ingles para la Enseñanza Media","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Ingles para la Enseñanza Superíor","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Italiano","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Juegos Dramaticos","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Juegos Teatrales","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Lengua Inglesa","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Lengua y Comunicacion Oral y Escrita","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Lengua y Literatura","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Lengua y Literatura Castellanas","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Lengua y Literatura Francesas","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Lengua y Literatura Inglesa","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Lengua y Literatura Inglesas","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Letras","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Letras Clasicas","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Letras Modernas","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Letras para el Tercer Ciclo de Educacion General Basica y Educacion Polimodal","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Matematica","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Matematica y Computacion","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Matematica y Cosmografia","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Matematica, Fisica y Cosmografia","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Musica","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Musica con orientacion en Instrumento","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Musica, Orientacion en Musica Popular","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Oboe","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en organo","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Percusion","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Perfeccionamiento Instrumental (Piano, Violin, Viola o Violoncello)","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Perfeccionamiento Instrumental (Piano)","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Piano","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Portugues","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Psicologia","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Psicopedagogia","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Quimica","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Quimica de la Enseñanza Media","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Quimica para la Enseñanza Media y Superíor","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Quimica, Fisica y Merceologia","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Saxofon","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Sociologia","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Sociologia - Ciclo de Profesorado","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Tecnologia","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Tecnologia Electronica","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Teologia","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Trabajo Social - Ciclo de Profesorado","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Trompeta","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Viola","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Violin","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor en Violoncelo","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor para el Tercer Ciclo de la EGB y de la Eduacion Polimodal en Economia","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor para la Enseñanza Media y Superíor en Ciencias Juridicas","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor Superíor de Educacion en Artes Plasticas","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor Superíor de Educacion en Artes Plasticas: Escultura","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor Superíor de Educacion en Artes Plasticas: Grabado","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor Superíor de Educacion en Artes Plasticas: Pintura","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor Superíor de Ingles","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor Superíor en Ingles","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor Universitarío de Educacion Superíor en Economia","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor Universitarío de Educacion Superíor en Filosofia","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor Universitarío de Educacion Superíor en Fisica","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor Universitarío de Educacion Superíor en Geografia","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor Universitarío de Educacion Superíor en Historia","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor Universitarío de Educacion Superíor en Lengua y Literatura","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor Universitarío de Educacion Superíor en Matematica","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor Universitarío de Geografia","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor Universitarío de Ingles","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor Universitarío en Antropologia - Ciclo de Profesorado","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor Universitarío en Biologia para el Tercer Ciclo de E.G.B. y Educacion Polimodal","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor Universitarío en Ciencias Biologicas","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor Universitarío en Comunicacion Social - Ciclo de Profesorado","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor Universitarío en Economia","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor Universitarío en Economia para el Tercer Ciclo de la E.G.B. y Educacion Polimodal","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor Universitarío en Educacion Musical","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor Universitarío en el area de la Seguridad - Ciclo de Profesorado","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor Universitarío en Filosofia","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor Universitarío en Fisica","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor Universitarío en Geografia para la Educacion Secundaria","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor Universitarío en Geografia para la Educacion Superíor","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor Universitarío en Historia","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor Universitarío en Historia para el Nivel Secundarío y Superíor","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor Universitarío en Historia para la Educacion Secundaria","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor Universitarío en Informatica","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor Universitarío en Informatica - Ciclo de Profesorado","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor Universitarío en Lengua Inglesa","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor Universitarío en Lengua y Cultura Inglesa","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor Universitarío en Letras","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor Universitarío en Letras para el Nivel Secundarío y Superíor","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor Universitarío en Letras para la Educacion Secundaria","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor Universitarío en Matematica","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor Universitarío en Matematica para el Nivel Secundarío y Superíor","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor Universitarío en Psicopedagogia","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Profesor/a Universitarío/a en Ciencias Agrarias","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no"
"Auxiliar de Taller en Bellas Artes -titulo intermedio de la carrera de Profesorado en Bellas Artes-","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no universitarío"
"Bachiller Universitarío -titulo intermedio de la carrera de Profesor en Historia-","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no universitarío"
"Bachiller Universitarío con mencion en Letras -titulo intermedio de la carrera de Profesor en Letras-","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no universitarío"
"Especialista en Docencia Universitaria en Ciencias de la Salud","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no universitarío"
"Especialista en Docencia Universitaria en Ciencias Economicas","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no universitarío"
"Especialista en Educacion Cientifica","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no universitarío"
"Magister de la Universidad de Buenos Aires en Enseñanza Agropecuaria y Biologica","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no universitarío"
"Profesor de Matematica - Ciclo Profesorado","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no universitarío"
"Tecnico Universitarío en Educacion Social","Educacion","Formacion Docente para el nivel medio y/o superíor universitarío y no universitarío"
"Licenciado en Frances","Idiomas","Frances"
"Licenciado en Frances Orientacion Lingüistica","Idiomas","Frances"
"Licenciado en Frances Orientacion Literaria","Idiomas","Frances"
"Licenciado en Lengua y Literatura Francesa","Idiomas","Frances"
"Licenciado en Lengua y Literatura Francesas","Idiomas","Frances"
"Licenciado en Lenguas Extranjeras (Frances). Ciclo de Complementacion Curricular","Idiomas","Frances"
"Licenciado y/o Profesor en Frances","Educacion","Frances"
"Tecnico Universitarío de Frances","Educacion","Frances"
"Traductor en Frances","Idiomas","Frances"
"Traductor Publico (Idioma Frances)","Idiomas","Frances"
"Traductor Publico en Idioma Frances","Idiomas","Frances"
"Traductor Publico Nacional de Frances","Idiomas","Frances"
"Traductor Publico Nacional en Frances","Idiomas","Frances"
"Traductor Publico Nacional en Lengua Francesa","Idiomas","Frances"
"Licenciado en Genetica","Salud","Genetica"
"Tecnico en Orientacion Genetica","Salud","Genetica"
"Doctor en Geofisica","Naturales","Geofisica"
"Doctor en Ingenieria - Mencion Geotecnia","Naturales","Geofisica"
"Geofisico","Naturales","Geofisica"
"Licenciado en Geofisica","Naturales","Geofisica"
"Licenciado en Geoquimica","Naturales","Geofisica"
"Magister en Ciencias de Superficie y Medios Porosos","Naturales","Geofisica"
"Tecnico Universitarío en Biocombustibles","Naturales","Geofisica"
"Ciclo Basico de Formacion- Profesor Universitarío de Educacion Superíor en Geografia","Educacion","Geografia"
"Ciclo Geografia","Naturales","Geografia"
"Doctor de la Universidad de Buenos Aires, area Geografia","Naturales","Geografia"
"Doctor de la Universidad Nacional del Nordeste en Geografia","Naturales","Geografia"
"Doctor en Ciencias Sociales (Orientacion Geografia)","Naturales","Geografia"
"Doctor en Geografia","Naturales","Geografia"
"Doctor/a en Geografia","Naturales","Geografia"
"Especialista en Ciencias del Territorío","Naturales","Geografia"
"Especialista en Contenidos Educativos de Geografia","Educacion","Geografia"
"Especialista en Enseñanza de las Ciencias Sociales con mencion en Geografia","Sociales","Geografia"
"Especialista en Tecnologias de la Informacion Geografica (TIG)","Tecnologia","Geografia"
"Geografo","Naturales","Geografia"
"Licenciado en Geografia","Naturales","Geografia"
"Licenciado en Geografia - Ciclo de Licenciatura","Naturales","Geografia"
"Licenciado en Geografia - Ciclo de Licenciatura - MD","Naturales","Geografia"
"Licenciado y/o Profesor en Geografia","Educacion","Geografia"
"Magister en Estudios Socioterritoriales","Educacion","Geografia"
"Magister en Geografia","Naturales","Geografia"
"Magister en Geografia de los Espacios Litorales (orientacion en Turismo y orientacion en Ambiente y Recursos Naturales)","Naturales","Geografia"
"Tecnico en Sistemas de Informacion Geografica","Naturales","Geografia"
"Tecnico en Sistemas de Informacion Geografica y Teledeteccion","Naturales","Geografia"
"Tecnico Superíor en Sistemas de Informacion Geografica","Naturales","Geografia"
"Tecnico Universitarío en Cartografia, Sistemas de Informacion Geografica y Teledeteccion","Naturales","Geografia"
"Doctor de la Universidad de Buenos Aires, area Bioestadistica","Salud","Geologia"
"Doctor de la Universidad de Buenos Aires, area Ciencias Geologicas","Exactas","Geologia"
